Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
16000,12/14/2007,debt_consolidation,666,25.08%,956xx,CA,4 years,0
1600,12/14/2007,pay outstanding rent debt,640,15.20%,947xx,CA,< 1 year,0
10000,12/14/2007,debt_consolidation,721,39%,211xx,MD,10+ years,0
25000,12/14/2007,texan00,612,321.92%,769xx,TX,8 years,0
20825,12/14/2007,hard working manager seeks funding,646,7.11%,731xx,OK,10+ years,0
3500,12/14/2007,jrcookrevjrcook,0,2%,758xx,TX,4 years,0
2000,12/15/2007,Octavious,511,76.94%,604xx,IL,1 year,0
8000,12/15/2007,debt_consolidation,,100%,900xx,CA,10+ years,0
900,12/15/2007,mslibra1019,515,11.12%,280xx,NC,< 1 year,0
9500,12/15/2007,debt_consolidation,,100%,633xx,MO,1 year,0
10000,12/15/2007,debt_consolidation,663,39.47%,304xx,GA,2 years,0
5000,12/15/2007,megsdad,626,1.23%,257xx,WV,5 years,0
5000,12/15/2007,other,555,6.01%,038xx,NH,4 years,0
5000,12/15/2007,rene,501,120.17%,760xx,TX,< 1 year,0
11000,12/15/2007,tmcgovern002,775,0%,773xx,TX,< 1 year,0
3000,12/15/2007,tmkids3,434,3.30%,494xx,MI,8 years,0
5000,12/15/2007,jryn54880,547,1.17%,548xx,WI,10+ years,0
6000,12/15/2007,Cutoutthebanker,719,18.19%,301xx,GA,2 years,0
20000,12/15/2007,home_improvement,,100%,100xx,NY,10+ years,0
10000,12/15/2007,austinmhurst,528,6.24%,662xx,KS,5 years,0
15000,12/15/2007,Frazier820,533,0%,116xx,NY,< 1 year,0
3000,12/15/2007,debt_consolidation,685,49.40%,286xx,NC,< 1 year,0
12000,12/15/2007,Paying off credit card debt,603,23.15%,458xx,OH,3 years,0
15000,12/15/2007,Diamond,469,1.68%,894xx,NV,8 years,0
8000,12/15/2007,Mr. Changeforthebetter,630,6.85%,604xx,IL,< 1 year,0
5000,12/15/2007,other,615,5.63%,980xx,WA,< 1 year,0
25000,12/15/2007,Sharper_Iron,723,10.21%,468xx,IN,5 years,0
25000,12/15/2007,Martin,595,5.14%,114xx,NY,10+ years,0
5000,12/15/2007,hylimithal,0,0%,891xx,NV,7 years,0
20000,12/15/2007,adamsm1967,628,10.15%,758xx,TX,< 1 year,0
8000,12/15/2007,angus1978,549,0.95%,238xx,VA,1 year,0
15000,12/15/2007,debt_consolidation,648,49.42%,338xx,FL,10+ years,0
4000,12/15/2007,Carmella032,563,180000%,132xx,NY,< 1 year,0
5000,12/15/2007,goodgurl,633,2.93%,170xx,PA,< 1 year,0
20000,12/15/2007,debt_consolidation,685,16.86%,070xx,NJ,6 years,0
10000,12/15/2007,maverickfire,494,52.87%,840xx,UT,5 years,0
25000,12/15/2007,Tap1,480,28.38%,800xx,CO,10+ years,0
1700,12/15/2007,RogerC,580,8.94%,941xx,CA,6 years,0
9500,12/15/2007,debt_consolidation,589,7.38%,142xx,NY,3 years,0
500,12/15/2007,drew0588,471,247.20%,485xx,MI,< 1 year,0
15000,12/15/2007,blairjrmh4,706,21.50%,418xx,KY,4 years,0
3000,12/15/2007,sunflowjam,448,2.50%,334xx,FL,1 year,0
17000,12/15/2007,mojo21,488,24.35%,223xx,VA,10+ years,0
11200,12/15/2007,Debt round-up,657,7.71%,947xx,CA,1 year,0
9400,12/15/2007,Joseph A. Pagano,711,34.92%,921xx,CA,2 years,0
3000,12/16/2007,citall,478,37.80%,177xx,PA,< 1 year,0
2000,12/16/2007,Jaime1961,625,13.26%,853xx,AZ,3 years,0
10000,12/16/2007,tellybug,454,5%,558xx,MN,< 1 year,0
3000,12/16/2007,major_purchase,598,0%,321xx,FL,3 years,0
1500,12/16/2007,MICHAELW,468,1%,447xx,OH,< 1 year,0
15000,12/16/2007,debt_consolidation,636,16.45%,880xx,NM,10+ years,0
10000,12/16/2007,BizWoman,584,24.81%,640xx,MO,< 1 year,0
25000,12/16/2007,try tatoo,592,6.71%,107xx,NY,4 years,0
500,12/16/2007,dakota,404,23.79%,933xx,CA,2 years,0
18000,12/16/2007,debt_consolidation,702,37.27%,331xx,FL,1 year,0
13000,12/16/2007,i need a loan to consolidate the ramainder of money owed on my car and a credit card that together total nearly $13000.. between the 2 i am paying 520 or more a month i would like to lower that amount and keep from paying as much interest,701,20.43%,280xx,NC,10+ years,0
4700,12/16/2007,other,744,28.13%,117xx,NY,< 1 year,0
20000,12/16/2007,mommy inneed,555,50.29%,788xx,TX,8 years,0
10000,12/16/2007,cindy111,0,0%,930xx,CA,< 1 year,0
15000,12/16/2007,other,635,17.26%,018xx,MA,10+ years,0
3500,12/16/2007,HANK,516,0%,923xx,CA,< 1 year,0
5000,12/16/2007,Yogi0730,595,24.72%,331xx,FL,1 year,0
20000,12/16/2007,major_purchase,669,16.17%,427xx,KY,6 years,0
25000,12/16/2007,royalk777,496,11.45%,900xx,CA,1 year,0
10000,12/16/2007,NIKKI D,465,0%,462xx,IN,7 years,0
7000,12/16/2007,debt_consolidation,673,35.23%,141xx,NY,4 years,0
6000,12/16/2007,trpavey,517,9.96%,432xx,OH,< 1 year,0
15000,12/16/2007,SMJohnson,517,8.72%,606xx,IL,1 year,0
8000,12/16/2007,lashaun3,617,17.88%,232xx,VA,1 year,0
25000,12/16/2007,jeremyd,435,10.24%,427xx,KY,3 years,0
8000,12/16/2007,Apache,619,22.22%,913xx,CA,4 years,0
11000,12/16/2007,major_purchase,733,17.14%,926xx,CA,10+ years,0
3000,12/16/2007,brandybaker,512,9.87%,596xx,MT,1 year,0
3000,12/16/2007,Mom In Need,450,0%,611xx,IL,1 year,0
3500,12/16/2007,JACKIE344,577,24.72%,462xx,IN,< 1 year,0
20000,12/16/2007,debt_consolidation,697,24.61%,088xx,NJ,10+ years,0
15000,12/16/2007,Marine refinancing debt USMC77,590,19.44%,402xx,KY,1 year,0
11000,12/16/2007,Personal Loan Request,716,4.30%,712xx,LA,2 years,0
1500,12/16/2007,clarencemaur,458,7.91%,925xx,CA,< 1 year,0
800,12/16/2007,smithtango171,484,33.36%,233xx,VA,2 years,0
17814,12/16/2007,debt_consolidation,680,31.63%,272xx,NC,10+ years,0
25000,12/16/2007,clone52,465,13.48%,333xx,FL,1 year,0
2000,12/16/2007,jupiterpizzaman,516,0%,334xx,FL,10+ years,0
12000,12/16/2007,debt_consolidation,623,5.52%,981xx,WA,6 years,0
4000,12/16/2007,starrcatgirl,440,19.04%,334xx,FL,1 year,0
7500,12/16/2007,phigembaby,426,23.42%,722xx,AR,6 years,0
20000,12/16/2007,luvrich,632,16.70%,230xx,VA,10+ years,0
2000,12/16/2007,doctorandree,541,7.35%,216xx,MD,5 years,0
500,12/16/2007,traytray23,545,0%,559xx,MN,< 1 year,0
2500,12/16/2007,Teacher007,554,3.11%,553xx,MN,6 years,0
7000,12/16/2007,home_improvement,697,35.39%,970xx,OR,10+ years,0
1500,12/17/2007,debt_consolidation,639,1.97%,112xx,NY,10+ years,0
20000,12/17/2007,other,717,8.69%,088xx,NJ,2 years,0
10000,12/17/2007,Betsy Pazos,504,37.96%,114xx,NY,8 years,0
3000,12/17/2007,other,621,1963.04%,544xx,WI,2 years,0
15000,12/17/2007,debt_consolidation,657,41.84%,650xx,MO,8 years,0
3000,12/17/2007,get back on track,523,56.29%,620xx,IL,4 years,0
15000,12/17/2007,rgordon,482,0%,723xx,AR,9 years,0
10000,12/17/2007,debt_consolidation,639,28.10%,023xx,MA,10+ years,0
17480,12/17/2007,debt_consolidation,700,1.33%,113xx,NY,10+ years,0
2500,12/17/2007,AirForceJoe,522,29.73%,291xx,SC,3 years,0
3000,12/17/2007,blmundie,624,12.76%,303xx,GA,1 year,0
5000,12/17/2007,MrsNLynah,489,0%,070xx,NJ,2 years,0
2000,12/17/2007,klb_mom,497,11.22%,630xx,MO,2 years,0
10000,12/17/2007,trinirican07,0,0.60%,029xx,RI,1 year,0
5000,12/17/2007,Sk1z0tT,484,10.68%,648xx,MO,1 year,0
25000,12/17/2007,amy90,506,1.63%,322xx,FL,2 years,0
6000,12/17/2007,fidocan2,686,37.25%,945xx,CA,2 years,0
5000,12/17/2007,bwcole,496,14.51%,951xx,CA,< 1 year,0
7000,12/17/2007,major_purchase,757,21.53%,760xx,TX,< 1 year,0
5000,12/17/2007,Danalonian,589,0%,532xx,WI,1 year,0
1500,12/17/2007,sport,559,4.97%,921xx,CA,10+ years,0
10000,12/17/2007,debt_consolidation,664,40.70%,321xx,FL,10+ years,0
10000,12/17/2007,other,652,13.27%,274xx,NC,1 year,0
4500,12/17/2007,major_purchase,712,26.73%,973xx,OR,2 years,0
5000,12/17/2007,major_purchase,560,17.06%,770xx,TX,10+ years,0
7000,12/17/2007,mandirach,599,14.22%,278xx,NC,1 year,0
10000,12/17/2007,someborrower,685,29.06%,109xx,NY,2 years,0
25000,12/17/2007,Karmilah,471,0.93%,604xx,IL,1 year,0
5000,12/17/2007,jlow,485,31.18%,917xx,CA,10+ years,0
3000,12/17/2007,sugar,598,14.76%,285xx,NC,10+ years,0
10000,12/17/2007,raas,537,14.96%,945xx,CA,7 years,0
8000,12/17/2007,debt_consolidation,706,32.40%,794xx,TX,8 years,0
20000,12/17/2007,other,,100%,908xx,CA,8 years,0
19000,12/17/2007,readermiss,520,21.46%,494xx,MI,10+ years,0
7500,12/17/2007,Workinghard,534,22.18%,652xx,MO,1 year,0
22000,12/17/2007,debt_consolidation,,100%,985xx,WA,10+ years,0
10000,12/17/2007,chiefcandy,534,0%,606xx,IL,1 year,0
2000,12/17/2007,Ametz19,448,5.49%,015xx,MA,2 years,0
25000,12/17/2007,personal loan,661,20.30%,606xx,IL,10+ years,0
10000,12/17/2007,major_purchase,0,2.57%,210xx,MD,1 year,0
17000,12/17/2007,debt_consolidation,659,19.58%,301xx,GA,3 years,0
15000,12/17/2007,debt_consolidation,518,44.32%,951xx,CA,< 1 year,0
2800,12/17/2007,Sura,578,1.67%,921xx,CA,5 years,0
500,12/17/2007,misskjharris,478,0%,770xx,TX,< 1 year,0
10000,12/17/2007,Damian,486,0%,928xx,CA,1 year,0
10000,12/17/2007,Taygirl,422,13.41%,891xx,NV,4 years,0
4000,12/17/2007,kellysh64,547,2.86%,618xx,IL,2 years,0
10000,12/17/2007,home_improvement,626,26.34%,310xx,GA,10+ years,0
10000,12/17/2007,"I would like a $10,000 loan with @ 13% intrest over 60 monthes.",697,23.17%,330xx,FL,5 years,0
9000,12/17/2007,Cashonly,669,35.61%,784xx,TX,< 1 year,0
500,12/17/2007,hhilliard_23,495,8.33%,209xx,MD,2 years,0
20000,12/17/2007,Dandilion,402,0.33%,782xx,TX,< 1 year,0
3500,12/17/2007,major_purchase,787,0.47%,947xx,CA,1 year,0
5000,12/17/2007,other,735,32.67%,757xx,TX,4 years,0
10000,12/17/2007,debt_consolidation,644,19.22%,782xx,TX,10+ years,0
5000,12/17/2007,other,689,25.05%,761xx,TX,4 years,0
10000,12/17/2007,Debt Free By 2008,653,20.19%,333xx,FL,4 years,0
10000,12/17/2007,debt_consolidation,672,38.63%,900xx,CA,6 years,0
3000,12/17/2007,WHAT IS MYWORLDPLUS,468,22.30%,234xx,VA,10+ years,0
1500,12/17/2007,keikei,399,0%,080xx,NJ,1 year,0
500,12/17/2007,purpletori,615,91.46%,547xx,WI,< 1 year,0
15000,12/17/2007,cillarose,646,49.47%,117xx,NY,9 years,0
5000,12/17/2007,debt_consolidation,622,6.97%,076xx,NJ,10+ years,0
17000,12/17/2007,debt_consolidation,,100%,853xx,AZ,10+ years,0
18200,12/17/2007,Rehab a house for rental use,643,8.77%,970xx,OR,2 years,0
17000,12/17/2007,philg530,648,20.38%,468xx,IN,8 years,0
12000,12/17/2007,debt_consolidation,716,27.32%,354xx,AL,< 1 year,0
2000,12/17/2007,debiby,599,65.11%,810xx,CO,10+ years,0
5000,12/17/2007,cbiby,623,50.50%,810xx,CO,5 years,0
2500,12/17/2007,SRG_81,600,9%,061xx,CT,3 years,0
10000,12/17/2007,lisa239,466,28.84%,648xx,MO,1 year,0
18000,12/17/2007,ncmrc,496,0%,954xx,CA,< 1 year,0
12000,12/17/2007,Husker5,636,13.13%,672xx,KS,10+ years,0
4000,12/17/2007,sandrab,603,24.79%,236xx,VA,1 year,0
3000,12/17/2007,debt_consolidation,653,47.76%,953xx,CA,2 years,0
15000,12/17/2007,debt_consolidation,,100%,900xx,CA,4 years,0
3000,12/17/2007,other,678,32.51%,750xx,TX,< 1 year,0
12000,12/18/2007,Homeawayfromhome,534,22.07%,287xx,NC,2 years,0
13500,12/18/2007,debt_consolidation,694,26.63%,023xx,MA,1 year,0
2000,12/18/2007,bbyjaimee,536,35.92%,240xx,VA,< 1 year,0
5000,12/18/2007,moving,648,18.97%,105xx,NY,< 1 year,0
5000,12/18/2007,chromeangel,416,25.40%,841xx,UT,1 year,0
10000,12/18/2007,ncdoc1279,629,34.37%,276xx,NC,7 years,0
21000,12/18/2007,debt_consolidation,643,18.91%,750xx,TX,6 years,0
10000,12/18/2007,other,,100%,907xx,CA,5 years,0
12000,12/18/2007,smrtmed,487,20.17%,928xx,CA,< 1 year,0
8000,12/18/2007,Building Credit,655,0.52%,333xx,FL,8 years,0
3000,12/18/2007,solsen,553,0%,953xx,CA,6 years,0
5000,12/18/2007,Sylli,457,24.16%,292xx,SC,2 years,0
6000,12/18/2007,sadone,499,12.19%,631xx,MO,1 year,0
1000,12/18/2007,Bruceyb,526,2.35%,333xx,FL,6 years,0
2500,12/18/2007,other,644,21.02%,797xx,TX,1 year,0
3000,12/18/2007,oldave,537,0%,301xx,GA,3 years,0
1500,12/18/2007,debt_consolidation,625,23.39%,875xx,NM,4 years,0
25000,12/18/2007,TWILDBILL5,726,10.70%,321xx,FL,9 years,0
7400,12/18/2007,Consolidate Bills,652,24.58%,070xx,NJ,6 years,0
3800,12/18/2007,other,668,42.33%,130xx,NY,< 1 year,0
3600,12/18/2007,surgery,689,0%,115xx,NY,< 1 year,0
3000,12/18/2007,forresta65,401,28.05%,894xx,NV,3 years,0
7500,12/18/2007,debt_consolidation,595,10.23%,104xx,NY,4 years,0
16000,12/18/2007,debt_consolidation,662,34.50%,084xx,NJ,2 years,0
7000,12/18/2007,lpnchic3,391,14.35%,441xx,OH,< 1 year,0
2000,12/18/2007,i am creating a meditation cd and need funds for production,,100%,331xx,FL,6 years,0
17000,12/18/2007,Oceanbrown8496,531,27.60%,770xx,TX,9 years,0
1500,12/18/2007,brantley,456,42.91%,711xx,LA,< 1 year,0
25000,12/18/2007,JimmyT,566,0%,891xx,NV,5 years,0
25000,12/18/2007,jmccanney,720,21.15%,190xx,PA,5 years,0
20000,12/18/2007,cmizell,600,16.21%,704xx,LA,10+ years,0
2400,12/18/2007,consolidation,654,19.78%,953xx,CA,10+ years,0
14000,12/18/2007,snochic417,719,19.87%,974xx,OR,< 1 year,0
6000,12/18/2007,West Milford,810,1.81%,074xx,NJ,< 1 year,0
25000,12/18/2007,ptolentino,625,21.32%,923xx,CA,< 1 year,0
20000,12/18/2007,metaliclizard,680,20.12%,983xx,WA,1 year,0
7500,12/18/2007,burl1843,579,2.48%,327xx,FL,1 year,0
5000,12/18/2007,Loan for Business Expansion,663,13.92%,503xx,IA,2 years,0
3000,12/18/2007,vetosgirl,515,54.60%,131xx,NY,< 1 year,0
500,12/18/2007,growler42,467,0%,840xx,UT,< 1 year,0
5000,12/18/2007,nadialuna,605,3.10%,770xx,TX,< 1 year,0
2500,12/18/2007,kmk,638,22.85%,852xx,AZ,< 1 year,0
500,12/18/2007,daniikay87,434,14.54%,544xx,WI,2 years,0
6000,12/18/2007,other,631,0.43%,852xx,AZ,10+ years,0
22000,12/18/2007,debt_consolidation,,100%,926xx,CA,6 years,0
9000,12/18/2007,josephemmons,425,14.49%,597xx,MT,6 years,0
9000,12/18/2007,Adidas100,503,15.22%,136xx,NY,1 year,0
2000,12/18/2007,Shellbee,0,0%,970xx,OR,6 years,0
10000,12/18/2007,kanc2001,642,26.28%,301xx,GA,< 1 year,0
2500,12/18/2007,smof15,521,1.15%,490xx,MI,8 years,0
25000,12/18/2007,Barry D,661,21.25%,376xx,TN,2 years,0
7500,12/18/2007,Major Home Supply Purchases,660,3.77%,958xx,CA,4 years,0
10000,12/18/2007,Debt Consoliadation,760,20.88%,647xx,MO,6 years,0
6500,12/18/2007,other,661,38.60%,761xx,TX,10+ years,0
25000,12/18/2007,robgale,573,6.10%,945xx,CA,10+ years,0
3000,12/18/2007,kiddo6815,640,27.91%,550xx,MN,7 years,0
2200,12/18/2007,onenation,632,33.66%,492xx,MI,10+ years,0
2500,12/18/2007,Beth,521,61.76%,486xx,MI,4 years,0
5000,12/18/2007,major_purchase,714,15.21%,903xx,CA,< 1 year,0
15000,12/18/2007,other,,100%,782xx,TX,2 years,0
17000,12/18/2007,debt_consolidation,728,36.91%,319xx,GA,< 1 year,0
14000,12/18/2007,debt_consolidation,690,35.09%,641xx,MO,2 years,0
5000,12/18/2007,FlyBMXer4130,0,0%,700xx,LA,1 year,0
15000,12/18/2007,other,724,24.69%,276xx,NC,2 years,0
500,12/18/2007,maksimus,544,26.23%,330xx,FL,< 1 year,0
10000,12/18/2007,Consolidate debt ,683,4.11%,328xx,FL,4 years,0
6500,12/18/2007,other,683,31.12%,784xx,TX,2 years,0
6800,12/18/2007,steven6530,618,23.37%,212xx,MD,< 1 year,0
500,12/18/2007,JohnC,0,0%,322xx,FL,1 year,0
10000,12/18/2007,tkeck99,631,62.32%,773xx,TX,4 years,0
13500,12/18/2007,major_purchase,643,0%,027xx,MA,2 years,0
2500,12/18/2007,actingbiz,516,25.07%,917xx,CA,4 years,0
25000,12/18/2007,legacyeng,0,0%,107xx,NY,3 years,0
2000,12/18/2007,frankey2002,566,2.86%,200xx,DC,1 year,0
7000,12/18/2007,borntoachievegreatness,412,13.34%,481xx,MI,5 years,0
21000,12/18/2007,debt_consolidation,688,41.93%,760xx,TX,10+ years,0
7500,12/19/2007,Debt consolidation and home improvement!,532,13.94%,253xx,WV,10+ years,0
5000,12/19/2007,sassykat944,472,22.36%,454xx,OH,< 1 year,0
1000,12/19/2007,Cruisin Crazy,499,11.06%,782xx,TX,7 years,0
15000,12/19/2007,2Tall1964,425,0.41%,283xx,NC,6 years,0
2000,12/19/2007,bobdole,627,23.19%,712xx,LA,4 years,0
4000,12/19/2007,Furnace/AC ,782,9.35%,775xx,TX,9 years,0
800,12/19/2007,imp007,434,12.09%,124xx,NY,2 years,0
2500,12/19/2007,CGI,564,13.50%,381xx,TN,1 year,0
5000,12/19/2007,bama4ever,483,0%,352xx,AL,5 years,0
14000,12/19/2007,debt_consolidation,730,47.62%,681xx,NE,7 years,0
1000,12/19/2007,sherry,0,0%,763xx,TX,10+ years,0
500,12/19/2007,lynise,442,0%,171xx,PA,1 year,0
7000,12/19/2007,fuzzy,570,9.32%,156xx,PA,6 years,0
13604,12/19/2007,debt_consolidation,626,19.47%,770xx,TX,3 years,0
15000,12/19/2007,HARRY POTTER,532,49.13%,081xx,NJ,10+ years,0
7500,12/19/2007,juwelb,636,4.66%,222xx,VA,10+ years,0
25000,12/19/2007,needloan,669,39.89%,913xx,CA,2 years,0
2000,12/19/2007,jyemaster,466,9.55%,458xx,OH,10+ years,0
1500,12/19/2007,rclem18,528,15.02%,024xx,MA,10+ years,0
1250,12/19/2007,Audwey,426,36%,922xx,CA,2 years,0
5000,12/19/2007,jamiepaul11,533,0%,021xx,MA,< 1 year,0
2500,12/19/2007,plowery,540,3.27%,394xx,MS,< 1 year,0
2000,12/19/2007,oceanlakes1964,508,35.09%,272xx,NC,2 years,0
5000,12/19/2007,other,622,21.63%,752xx,TX,6 years,0
5000,12/19/2007,debt_consolidation,,100%,917xx,CA,2 years,0
5000,12/19/2007,biloxi72,629,19.55%,760xx,TX,< 1 year,0
25000,12/19/2007,GRANNYPEG,524,6.60%,507xx,IA,10+ years,0
500,12/19/2007,mustilidaefuro,474,27.47%,265xx,WV,< 1 year,0
5000,12/19/2007,ispyguy24,634,19.47%,956xx,CA,7 years,0
13500,12/19/2007,starbright,439,0.80%,897xx,NV,< 1 year,0
8175,12/19/2007,personal loan,691,2.82%,923xx,CA,5 years,0
8000,12/19/2007,lsds,524,0%,657xx,MO,< 1 year,0
2100,12/19/2007,debt_consolidation,730,101.27%,113xx,NY,< 1 year,0
25000,12/19/2007,irese,780,0.97%,921xx,CA,2 years,0
6000,12/19/2007,akopera1067,554,3.75%,346xx,FL,1 year,0
24000,12/19/2007,debt consolidation,754,0.84%,852xx,AZ,2 years,0
12000,12/19/2007,major purchase,685,0.78%,853xx,AZ,1 year,0
3000,12/19/2007,anishclem,451,11.61%,932xx,CA,10+ years,0
10800,12/19/2007,anniee,549,122.18%,920xx,CA,< 1 year,0
18000,12/19/2007,Web Entrepreneur Business Expansion Fund,648,17.93%,980xx,WA,3 years,0
2000,12/19/2007,other,668,36.20%,762xx,TX,6 years,0
12000,12/19/2007,debt_consolidation,704,41.21%,794xx,TX,4 years,0
10000,12/19/2007,MagicGirl,666,32.41%,088xx,NJ,2 years,0
15000,12/19/2007,Martkee,561,14.03%,945xx,CA,1 year,0
600,12/19/2007,kabotabob,474,5.52%,148xx,NY,4 years,0
15000,12/20/2007,debt_consolidation,692,101.50%,324xx,FL,< 1 year,0
550,12/20/2007,DEADMAN22NC,0,0%,281xx,NC,2 years,0
15000,12/20/2007,debt_consolidation,,100%,945xx,CA,10+ years,0
20000,12/20/2007,debt_consolidation,696,27.80%,750xx,TX,4 years,0
3000,12/20/2007,goodlender78,469,20.16%,543xx,WI,5 years,0
25000,12/20/2007,Kimerly333,677,42.48%,435xx,OH,10+ years,0
12000,12/20/2007,debt_consolidation,658,2.39%,278xx,NC,8 years,0
25000,12/20/2007,Open a nail salon store,712,0.69%,111xx,NY,4 years,0
15000,12/20/2007,peaselove,564,32.18%,338xx,FL,1 year,0
5000,12/20/2007,Deb,598,3626400%,750xx,TX,< 1 year,0
7000,12/20/2007,lakegirl5,514,15.87%,644xx,MO,2 years,0
20000,12/20/2007,other,716,9.64%,285xx,NC,6 years,0
2000,12/20/2007,o9barbiedawl,661,16.67%,480xx,MI,< 1 year,0
1000,12/20/2007,jason04,517,17.11%,086xx,NJ,2 years,0
12000,12/20/2007,debt_consolidation,754,34.17%,145xx,NY,10+ years,0
5000,12/20/2007,debt_consolidation,,100%,071xx,NJ,4 years,0
1500,12/20/2007,wndestiny,421,0.77%,918xx,CA,1 year,0
5000,12/20/2007,kwag,588,37.88%,644xx,MO,10+ years,0
3000,12/20/2007,Blairza,566,15.55%,954xx,CA,7 years,0
25000,12/20/2007,softbl12,666,33.17%,618xx,IL,6 years,0
11500,12/20/2007,tommy Kaye,616,45.62%,740xx,OK,1 year,0
2000,12/20/2007,sunshinegirl0311,594,6.13%,379xx,TN,1 year,0
1000,12/20/2007,wolfwrangler45,466,0%,606xx,IL,10+ years,0
5000,12/20/2007,other,538,16.60%,750xx,TX,10+ years,0
500,12/20/2007,malonis17104,513,0%,171xx,PA,< 1 year,0
10000,12/20/2007,debt_consolidation,643,12.12%,972xx,OR,1 year,0
10000,12/20/2007,hubert51,642,0%,338xx,FL,10+ years,0
10000,12/20/2007,jglass88,625,8.80%,326xx,FL,< 1 year,0
2500,12/20/2007,stl55,541,0%,726xx,AR,10+ years,0
10000,12/20/2007,debt_consolidation,,100%,923xx,CA,< 1 year,0
3500,12/20/2007,debt_consolidation,635,8.08%,114xx,NY,10+ years,0
1500,12/20/2007,im2gr82b4gotten,599,8%,144xx,NY,< 1 year,0
15000,12/20/2007,other,662,24.29%,708xx,LA,6 years,0
11000,12/20/2007,debt_consolidation,,100%,328xx,FL,2 years,0
10000,12/20/2007,Debt Consolidation Loan,689,19.44%,405xx,KY,10+ years,0
3000,12/20/2007,personal loan,674,1.38%,328xx,FL,2 years,0
1000,12/20/2007,asayoel,0,0%,212xx,MD,9 years,0
15000,12/20/2007,Mary,702,26.50%,809xx,CO,< 1 year,0
10000,12/20/2007,coachhanna,430,2.42%,144xx,NY,7 years,0
3000,12/20/2007,Personal Loan,677,0%,770xx,TX,1 year,0
5000,12/20/2007,mailady,479,4.19%,211xx,MD,10+ years,0
2600,12/20/2007,seanc2k,422,65.32%,921xx,CA,< 1 year,0
2000,12/20/2007,exgar01,426,26.36%,945xx,CA,10+ years,0
1500,12/20/2007,emc2121,0,0%,941xx,CA,< 1 year,0
2000,12/20/2007,Laurel07,490,45.45%,947xx,CA,< 1 year,0
1500,12/20/2007,cabrio,742,42.98%,945xx,CA,10+ years,0
1000,12/21/2007,I lost time at work due to injury. I am looking to play catch up on some bills...if you can actually do that with 3 kids!!!,557,9.28%,535xx,WI,3 years,0
2500,12/21/2007,Misslarajones,524,4.66%,900xx,CA,1 year,0
15000,12/21/2007,CREDIT CARD CONSOLIDATION,694,0.42%,917xx,CA,6 years,0
15000,12/21/2007,taxguy,660,15.73%,834xx,ID,2 years,0
3000,12/21/2007,datageek,630,38.86%,452xx,OH,10+ years,0
7500,12/21/2007,Stability,614,19.98%,070xx,NJ,< 1 year,0
1000,12/21/2007,SessyJessy87,467,3.42%,331xx,FL,< 1 year,0
5000,12/21/2007,other,685,31.53%,681xx,NE,7 years,0
8000,12/21/2007,cogito,503,1.12%,210xx,MD,< 1 year,0
3100,12/21/2007,Meredosiagal,497,48%,626xx,IL,10+ years,0
7500,12/21/2007,need4money,547,29.26%,918xx,CA,3 years,0
2000,12/21/2007,Ryno50,551,0%,875xx,NM,4 years,0
7000,12/21/2007,debt_consolidation,,100%,945xx,CA,2 years,0
3000,12/21/2007,cebkrantz,598,0%,241xx,VA,3 years,0
11000,12/21/2007,mjfullback,632,92.77%,331xx,FL,3 years,0
1000,12/21/2007,jageallis,560,7.98%,600xx,IL,2 years,0
2000,12/21/2007,krnbby84,464,0%,900xx,CA,1 year,0
5000,12/21/2007,jengstro,620,9.88%,971xx,OR,1 year,0
2500,12/21/2007,bettyboop,497,4.60%,945xx,CA,10+ years,0
10000,12/21/2007,Mvoelker,587,2.91%,950xx,CA,< 1 year,0
12750,12/21/2007,Help pay for Real Estate Education,658,15.74%,891xx,NV,3 years,0
20000,12/21/2007,major_purchase,,100%,800xx,CO,1 year,0
1700,12/21/2007,RyanRov,566,14.46%,934xx,CA,< 1 year,0
1500,12/21/2007,other,617,0.63%,954xx,CA,10+ years,0
11000,12/21/2007,debt_consolidation,634,56.80%,770xx,TX,4 years,0
4000,12/21/2007,Pay off a credit card with 27% APR,618,14.76%,908xx,CA,1 year,0
4250,12/21/2007,carib7334,458,11.60%,325xx,FL,2 years,0
20000,12/21/2007,borrowerlend,651,6.33%,605xx,IL,3 years,0
500,12/21/2007,wallyboy,546,0%,941xx,CA,2 years,0
7800,12/21/2007,Paying down credit cards with high rate,676,28.34%,891xx,NV,4 years,0
12000,12/21/2007,nayrb5,603,18.53%,603xx,IL,< 1 year,0
500,12/21/2007,Jose163,0,10.91%,088xx,NJ,1 year,0
6000,12/21/2007,Funeral and related expenses.,684,14.85%,114xx,NY,8 years,0
5000,12/21/2007,Adrock,653,0.65%,152xx,PA,3 years,0
